!EXCLAMATION-POINT	ˌɛkskləmˈeɪʃənpˌɔɪnt
#HASH-MARK	hˈæmˌɑːrk
#POUND-SIGN	pˈaʊndsˌaɪn
#SHARP-SIGN	ʃˈɑːrpsˌaɪn
%PERCENT	pɝsˈɛnt
&AMPERSAND	ˈæmpɝsˌænd
ENCARTA	ɛnkˈɑːrtˌə
ENCARTA(1)	ɛnkˈɑːrtə
ENCASE	ɛnkˈeɪs
ENCASED	ɛnkˈeɪst
ENCATA	ɛnkˈɑːtˌə
ENCATA(1)	ɛnkˈɑːtə
ENCATA'S	ɛnkˈɑːtˌəz
ENCATA'S(1)	ɛnkˈɑːtəz
ENCEPHALITIS	ɛnsˌɛfəlˈaɪtəs
ENCEPHALOPATHY	ɛnsˌɛfəlˈɔpəθi
ENCHANT	ɛntʃˈænt
ENCHANTED	ɛntʃˈæntɪd
ENCHANTED(1)	ɛntʃˈænɪd
ENCHANTER	ɛntʃˈæntɝ
ENCHANTER'S	ɛntʃˈæntɝz
ENCHANTER'S(1)	ɪntʃˈæntɝz
ENCHANTER'S(2)	ɛntʃˈænɝz
ENCHANTER'S(3)	ɪntʃˈænɝz
ENCHANTERS	ɛntʃˈæntɝz
ENCHANTERS(1)	ɪntʃˈæntɝz
ENCHANTERS(2)	ɛntʃˈænɝz
ENCHANTERS(3)	ɪntʃˈænɝz
ENCHANTING	ɛntʃˈæntɪŋ
ENCHANTING(1)	ɛntʃˈænɪŋ
ENCHANTMENT	ɛntʃˈæntmənt
ENCHILADA	ɛntʃɪlˈɑːdə
ENCINAS	ˈɛnsɪnəz
ENCINIAS	ɪnsiːnˈiːəz
ENCINO	ɛnsˈiːnoʊ
ENCIRCLE	ɛnsˈɝːkəl
ENCIRCLED	ɪnsˈɝːkəld
ENCIRCLEMENT	ɛnsˈɝːkəlmənt
ENCIRCLING	ɛnsˈɝːkəlɪŋ
ENCIRCLING(1)	ɛnsˈɝːklɪŋ
ENCISO	ɪnsˈiːsoʊ
ENCK	ˈɛŋk
ENCLAVE	ˈɑːnklˌeɪv
ENCLAVE(1)	ˈɛnklˌeɪv
ENCLAVES	ˈɑːnklˌeɪvz
ENCLAVES(1)	ˈɛnklˌeɪvz
ENCLOSE	ɪnklˈoʊz
ENCLOSED	ɛnklˈoʊzd
ENCLOSED(1)	ɪnklˈoʊzd
ENCLOSING	ɛnklˈoʊzɪŋ
ENCLOSURE	ɛnklˈoʊʒɝ
ENCLOSURE(1)	ɪnklˈoʊʒɝ
ENCLOSURES	ɪnklˈoʊʒɝz
ENCODE	ɛnkˈoʊd
ENCODED	ɛnkˈoʊdɪd
ENCODING	ɛnkˈoʊdɪŋ
ENCOMIUM	ɛnkˈɔmˌɪəm
ENCOMIUMS	ɛnkˈɔmˌɪəmz
ENCOMPASS	ɛnkˈʌmpəs
ENCOMPASSED	ɛnkˈʌmpəst
ENCOMPASSES	ɛnkˈʌmpəsəz
ENCOMPASSING	ɛnkˈʌmpəsɪŋ
ENCOR	ˈɛnkˌɔr
ENCOR'S	ˈɛnkˌɔrz
ENCORE	ˈɑːnkˌɔr
ENCORES	ˈɑːnkˌɔrz
ENCOUNTER	ɪnkˈaʊntɝ
ENCOUNTER(1)	ɪnkˈaʊnɝ
ENCOUNTERED	ɪnkˈaʊntɝd
ENCOUNTERED(1)	ɪnkˈaʊnɝd
ENCOUNTERING	ɛnkˈaʊntɝɪŋ
ENCOUNTERING(1)	ɛnkˈaʊnɝɪŋ
ENCOUNTERS	ɪnkˈaʊntɝz
ENCOUNTERS(1)	ɪnkˈaʊnɝz
ENCOURAGE	ɛnkˈɝːɪdʒ
ENCOURAGE(1)	ɪnkˈɝːədʒ
ENCOURAGED	ɛnkˈɝːɪdʒd
ENCOURAGED(1)	ɪnkˈɝːədʒd
ENCOURAGEMENT	ɛnkˈɝːɪdʒmənt
ENCOURAGES	ɛnkˈɝːɪdʒɪz
ENCOURAGES(1)	ɪnkˈɝːədʒəz
ENCOURAGING	ɛnkˈɝːɪdʒɪŋ
ENCOURAGING(1)	ɪnkˈɝːədʒɪŋ
ENCROACH	ɪnkrˈoʊtʃ
ENCROACHED	ɪnkrˈoʊtʃt
ENCROACHES	ɪnkrˈoʊtʃɪz
ENCROACHING	ɪnkrˈoʊtʃɪŋ
ENCROACHMENT	ɛnkrˈoʊtʃmənt
ENCROACHMENTS	ɪnkrˈoʊtʃmənts
ENCRUST	ɛnkrˈʌst
ENCRUSTED	ɛnkrˈʌstɪd
ENCRUSTING	ɛnkrˈʌstɪŋ
ENCRYPT	ɛnkrˈɪpt
ENCRYPT(1)	ɪnkrˈɪpt
ENCRYPTED	ɛnkrˈɪptɪd
ENCRYPTED(1)	ɪnkrˈɪptɪd
ENCRYPTION	ɛnkrˈɪpʃən
ENCUMBER	ɛnkˈʌmbɝ
ENCUMBERED	ɛnkˈʌmbɝd
ENCYCLICAL	ɛnsˈɪklɪkəl
ENCYCLICALS	ɛnsˈɪklɪkəlz
ENCYCLOPAEDIA	ɪnsˌaɪkləpˈiːdiːə
ENCYCLOPAEDIA(1)	ɪnsˌaɪkloʊpˈiːdiːə
ENCYCLOPEDIA	ɪnsˌaɪkləpˈiːdiːə
ENCYCLOPEDIA(1)	ɪnsˌaɪkloʊpˈiːdiːə
ENCYCLOPEDIAS	ɪnsˌaɪkləpˈiːdiːəz
ENCYCLOPEDIAS(1)	ɪnsˌaɪkloʊpˈiːdiːəz
ENCYCLOPEDIC	ɪnsˌaɪkləpˈiːdɪk
ENCYCLOPEDIC(1)	ɪnsˌaɪkloʊpˈiːdɪk
ENCYCLOPEDIST	ɪnsˌaɪkləpˈiːdəst
ENCYCLOPEDIST(1)	ɪnsˌaɪkloʊpˈiːdəst
END	ˈɛnd
ENDAKA	ɛndˈɑːkə
ENDANGER	ɛndˈeɪndʒɝ
ENDANGERED	ɛndˈeɪndʒɝd
ENDANGERED(1)	ɪndˈeɪndʒɝd
ENDANGERING	ɛndˈeɪndʒɝɪŋ
ENDANGERMENT	ɛndˈeɪndʒɝmənt
ENDANGERS	ɛndˈeɪndʒɝz
ENDARA	ˈɛndˈɑːrə
ENDE	ˈɛnd
ENDEAR	ɛndˈiːr
ENDEARED	ɛndˈiːrd
ENDEARING	ɛndˈiːrɪŋ
ENDEARMENT	ɪndˈɪrmənt
ENDEAVOR	ɪndˈɛvɝ
ENDEAVOR'S	ɪndˈɛvɝz
ENDEAVORED	ɪndˈɛvɝd
ENDEAVORING	ɪndˈɛvɝɪŋ
ENDEAVORING(1)	ɪndˈɛvrɪŋ
ENDEAVORS	ɪndˈɛvɝz
ENDEAVOUR	ɪndˈɛvɝ
ENDEAVOUR'S	ɪndˈɛvɝz
ENDED	ˈɛndəd
ENDED(1)	ˈɛndɪd
ENDELMAN	ˈɛndəlmən
ENDEMIC	ɛndˈɛmɪk
ENDER	ˈɛndɝ
ENDERBY	ˈɛndɝbi
ENDERLE	ˈɛndɝəl
ENDERLIN	ˈɛndɝlɪn
ENDERS	ˈɛndɝz
ENDERSON	ˈɛndɝsən
ENDEVCO	ɛndˈɛvkoʊ
ENDGAME	ˈɛndgeɪm
ENDGAMES	ˈɛndgeɪmz
ENDICOTT	ˈɛndɪkˌɑːt
ENDING	ˈɛndɪŋ
ENDINGS	ˈɛndɪŋz
ENDIVE	ˈɛndɪv
ENDLER	ˈɛndlɝ
ENDLESS	ˈɛndləs
ENDLESSLY	ˈɛndləsli
ENDLICH	ˈɛndlɪk
ENDO	ˈɛndoʊ
ENDOCRINE	ˈɛndoʊkrˌaɪn
ENDOCRINOLOGIST	ˌɛndoʊkrənˈɑːlədʒəst
ENDOCRINOLOGIST'S	ˌɛndoʊkrənˈɑːlədʒəsts
ENDOCRINOLOGISTS	ˌɛndoʊkrənˈɑːlədʒəsts
ENDOCRINOLOGY	ˌɛndoʊkrənˈɑːlədʒi
ENDODERMAL	ˌɛndoʊdˈɝːməl
ENDOGENOUS	ˌɛndˈɔdʒɛnəs
ENDOMETRIAL	ˌɛndoʊmˈiːtriːəl
ENDOMETRIOSIS	ˌɛndoʊmˌɛtriːˈoʊsɪs
ENDORPHIN	ɛndˈɔrfɪn
ENDORPHINS	ɛndˈɔrfɪnz
ENDORSE	ɛndˈɔrs
ENDORSED	ɛndˈɔrst
ENDORSEMENT	ɛndˈɔrsmənt
ENDORSEMENTS	ɛndˈɔrsmənts
ENDORSER	ɪndˈɔrsɝ
ENDORSERS	ɪndˈɔrsɝz
ENDORSES	ɛndˈɔrsɪz
ENDORSING	ɛndˈɔrsɪŋ
ENDOSCOPE	ˈɛndoʊskˌoʊp
ENDOSCOPIC	ˌɛndoʊskˈɑːpɪk
ENDOSCOPY	ˌɛndˈɔskɑːpi
ENDOSPERM	ˈɛndəspˌɝːm
ENDOTHELIAL	ˌɛndoʊθˈiːlˌiːəl
ENDOTHERMIC	ˌɛndoʊθˈɝːmɪk
ENDOTRONICS	ˌɛndoʊtrˈɑːnɪks
ENDOTRONICS'	ˌɛndətrˈɑːnɪks
ENDOTRONICS'S	ˌɛndoʊtrˈɑːnɪksɪz
ENDOW	ɛndˈaʊ
ENDOWED	ɛndˈaʊd
ENDOWING	ɛndˈaʊɪŋ
ENDOWMENT	ɛndˈaʊmənt
ENDOWMENT'S	ɛndˈaʊmənts
ENDOWMENTS	ɛndˈaʊmənts
ENDOWS	ɛndˈaʊz
ENDPOINT	ˈɛndpˌɔɪnt
ENDPOINTS	ˈɛndpˌɔɪnts
ENDPRODUCT	ˈɛndprˌɔdəkt
ENDPRODUCTS	ˈɛndprˌɔdəkts
ENDRES	ˈɛndɝz
ENDRESS	ˈɛndrɪs
ENDRIZZI	ɪndrˈiːtsi
ENDS	ˈɛndz
ENDSLEY	ˈɛndsli
ENDTIMER	ˈɛndtaɪmɝ
ENDTIMERS	ˈɛndtaɪmɝz
ENDUED	ɛndˈuːd
ENDURANCE	ˈɛndɝəns
ENDURE	ɛndjˈʊr
ENDURE(1)	ɪndˈʊr
ENDURED	ɛndjˈʊrd
ENDURED(1)	ɪndˈʊrd
ENDURES	ɛndjˈʊrz
ENDURES(1)	ɪndˈʊrz
ENDURING	ɛndjˈʊrɪŋ
ENDURING(1)	ɪndˈʊrɪŋ
ENDUSER	ˈɛndjˌuːzɝ
ENDUSERS	ˈɛndjˌuːzɝz
ENDY	ˈɛndi
ENEA	ˈɛniːə
ENEMA	ˈɛnəmə
ENEMAS	ˈɛnəməz
ENEMIES	ˈɛnəmiːz
ENEMIES'	ˈɛnəmiːz
ENEMY	ˈɛnəmi
ENEMY'S	ˈɛnəmiːz
ENERGAS	ˈɛnɝgˌæs
ENERGEN	ˈɛnɝdʒˌɛn
ENERGETIC	ˌɛnɝdʒˈɛtɪk
ENERGETICALLY	ˌɛnɝdʒˈɛtɪkli
ENERGIES	ˈɛnɝdʒiːz
ENERGIZE	ˈɛnɝdʒˌaɪz
ENERGIZED	ˈɛnɝdʒˌaɪzd
ENERGIZER	ˈɛnɝdʒˌaɪzɝ
ENERGIZES	ˈɛnɝdʒˌaɪzɪz
ENERGIZING	ˈɛnɝdʒˌaɪzɪŋ
ENERGY	ˈɛnɝdʒi
ENERGY'S	ˈɛnɝdʒiːz
ENERSON	ˈɛnɝsən
ENEX	ˈiːnəks
ENFANT	ˈɛnfˌɑːnt
ENFANT(1)	ˌɑːnfˈɑːnt
ENFEEBLE	ɛnfˈiːbəl
ENFEEBLED	ɛnfˈiːbəld
ENFIELD	ˈɛnfiːld
ENFIELD'S	ˈɛnfiːldz
ENFINGER	ˈɛnfɪŋɝ
ENFOLD	ɪnfˈoʊld
ENFOR	ˈɛnfɝ
ENFORCE	ɛnfˈɔrs
ENFORCEABILITY	ɛnfˌɔrsəbˈɪlɪti
ENFORCEABLE	ɛnfˈɔrsəbəl
ENFORCED	ɛnfˈɔrst
ENFORCEMENT	ɛnfˈɔrsmənt
ENFORCEMENT'S	ɛnfˈɔrsmənts
ENFORCEMENTS	ɛnfˈɔrsmənts
ENFORCER	ɛnfˈɔrsɝ
ENFORCERS	ɛnfˈɔrsɝz
ENFORCES	ɛnfˈɔrsɪz
ENFORCING	ɛnfˈɔrsɪŋ
ENFRANCHISE	ɛnfrˈæntʃˌaɪz
ENFRANCHISED	ɛnfrˈæntʃˌaɪzd
ENFRANCHISES	ɛnfrˈæntʃˌaɪzɪz
ENG	ˈɛŋ
ENGAGE	ɪngˈeɪdʒ
ENGAGED	ɪngˈeɪdʒd
ENGAGEMENT	ɛngˈeɪdʒmənt
ENGAGEMENTS	ɪngˈeɪdʒmənts
ENGAGES	ɪngˈeɪdʒɪz
ENGAGING	ɪngˈeɪdʒɪŋ
ENGBERG	ˈɛŋbɝg
ENGDAHL	ˈɛŋdɑːl
ENGE	ˈɛndʒ
ENGEBRETSEN	ˈɛŋgɪbrɪtsən
ENGEBRETSON	ˈɛŋgɪbrɪtsən
ENGEL	ˈɛngəl
ENGELBERG	ˈɛŋgəlbɝg
ENGELBERT	ˈɛŋgɪlbɝt
ENGELBERTA	ɛŋgɛlbˈɛrtə
ENGELBRECHT	ˈɛŋgɪlbrɪkt
ENGELEITER	ˈɛŋgəlˌaɪtɝ
ENGELHARD	ˈɛŋgəlhˌɑːrd
ENGELHARDT	ˈɛŋgɪlhɑːrt
ENGELHART	ˈɛŋgəlhˌɑːrt
ENGELKE	ˈɛŋgɪlk
ENGELKEN	ˈɛŋgɪlkən
ENGELKING	ˈɛŋgɪlkɪŋ
ENGELMAN	ˈɛŋgəlmən
ENGELMANN	ˈɛŋgəlmən
ENGELS	ˈɛŋgəlz
ENGELSON	ˈɛŋgɪlsən
ENGELSTAD	ˈɛŋgɪlstəd
ENGEMAN	ˈɛndʒmən
ENGEN	ˈɛŋən
ENGENDER	ɛndʒˈɛndɝ
ENGENDER(1)	ɪndʒˈɛndɝ
ENGENDERED	ɛndʒˈɛndɝd
ENGENDERS	ˈɛŋgəndɝz
ENGER	ˈɛŋgɝ
ENGERT	ˈɛŋgɝt
ENGESSER	ˈɛŋgɪsɝ
ENGH	ˈɛŋ
ENGHOLM	ˈɛŋhoʊlm
ENGINE	ˈɛndʒən
ENGINE(1)	ˈɪndʒən
ENGINE'S	ˈɛndʒənz
ENGINED	ˈɛndʒənd
ENGINEER	ˈɛndʒənˈɪr
ENGINEER'S	ˌɛndʒənˈiːrz
ENGINEERED	ˌɛndʒənˈiːrd
ENGINEERING	ˈɛndʒənˈɪrɪŋ
ENGINEERS	ˈɛndʒənˈɪrz
ENGINEERS'	ˈɛndʒənˈɪrz
ENGINES	ˈɛndʒənz
ENGINES'	ˈɛŋgˌiːnz
ENGLAND	ˈɪŋglənd
ENGLAND'S	ˈɪŋgləndz
ENGLANDER	ˈɪŋgləndɝ
ENGLANDERS	ˈɪŋgləndɝz
ENGLANDS	ˈɪŋgləndz
ENGLBRED	ˈɛgəlbrˌɛd
ENGLE	ˈɛŋgəl
ENGLEBERT	ˈɪŋəlbɝt
ENGLEHARDT	ˈɪŋəlhɑːrt
ENGLEHART	ˈɪŋəlhɑːrt
ENGLEMAN	ˈɪŋəlmən
ENGLER	ˈɛŋgəlɝ
ENGLER(1)	ˈɛŋglɝ
ENGLER'S	ˈɛŋgəlɝz
ENGLER'S(1)	ˈɛŋglɝz
ENGLERT	ˈɪŋlɝt
ENGLERTH	ˈɪŋlɝθ
ENGLES	ˈɪŋəlz
ENGLEWOOD	ˈɛŋgəlwˌʊd
ENGLISH	ˈɪŋglɪʃ
ENGLISH(1)	ˈɪŋlɪʃ
ENGLISHMAN	ˈɪŋglɪʃmən
ENGLISHMEN	ˌɛŋlˈɪʃmən
ENGLISHWOMAN	ˈɪŋglɪʃwˌʊmən
ENGLUND	ˈɪŋlənd
ENGMAN	ˈɛŋmən
ENGQUIST	ˈɛŋkwɪst
ENGRAM	ˈɛngrˌæm
ENGRAVE	ɪngrˈeɪv
ENGRAVED	ɪngrˈeɪvd
ENGRAVER	ɪngrˈeɪvɝ
ENGRAVING	ɪngrˈeɪvɪŋ
ENGRAVINGS	ɪngrˈeɪvɪŋz
ENGROSS	ɪngrˈoʊs
ENGROSSED	ɪngrˈoʊst
ENGROSSING	ɪngrˈoʊsɪŋ
ENGROSSMENT	ɪngrˈoʊsmənt
ENGSTRAND	ˈɛŋstrənd
ENGSTROM	ˈɛŋstrəm
ENGULF	ɪngˈʌlf
ENGULFED	ɪngˈʌlft
ENGULFING	ɪngˈʌlfɪŋ
ENGWALL	ɪŋgwˈɔl
ENHANCE	ɛnhˈæns
ENHANCED	ɛnhˈænst
ENHANCEMENT	ɛnhˈænsmənt
ENHANCEMENTS	ɛnhˈænsmənts
ENHANCER	ɛnhˈænsɝ
ENHANCES	ɛnhˈænsɪz
ENHANCING	ɛnhˈænsɪŋ
ENHOLM	ˈɛnhˌoʊlm
ENHOLME	ˈɛnhˌoʊlm
ENIAC	ˈiːniːˌæk
ENICHEM	ˈɛnɪtʃəm
ENID	ˈiːnɪd
ENIGMA	ɪnˈɪgmə
ENIGMATIC	ˌɛnɪgmˈætɪk
ENIMONT	ˈiːnɪmˌɑːnt
ENIS	ˈɛnɪs
ENITT	ˈɛnɪt
ENIX	ˈɛnɪks
ENJOIN	ˌɛndʒˈɔɪn
ENJOINED	ˌɛndʒˈɔɪnd
ENJOINING	ˌɛndʒˈɔɪnɪŋ
ENJOY	ˌɛndʒˈɔɪ
ENJOYABLE	ˌɛndʒˈɔɪəbəl
ENJOYABLY	ˌɛndʒˈɔɪəbli
ENJOYED	ˌɛndʒˈɔɪd
ENJOYING	ˌɛndʒˈɔɪɪŋ
ENJOYMENT	ˌɛndʒˈɔɪmənt
ENJOYMENTS	ɛndʒˈɔɪmənts
ENJOYS	ˌɛndʒˈɔɪz
ENKE	ˈɛŋk
ENLARGE	ˌɛnlˈɑːrdʒ
ENLARGED	ˌɛnlˈɑːrdʒd
ENLARGEMENT	ˌɛnlˈɑːrdʒmənt
ENLARGEMENTS	ˌɛnlˈɑːrdʒmənts
ENLARGER	ˌɛnlˈɑːrgɝ
ENLARGES	ˌɛnlˈɑːrdʒɪz
ENLARGING	ˌɛnlˈɑːrdʒɪŋ
ENLIGHTEN	ˌɛnlˈaɪtən
ENLIGHTENED	ˌɛnlˈaɪtənd
ENLIGHTENING	ˌɛnlˈaɪtənɪŋ
ENLIGHTENMENT	ˌɛnlˈaɪtənmənt
ENLIGHTENS	ˌɛnlˈaɪtənz
ENLIST	ˌɛnlˈɪst
ENLISTED	ˌɛnlˈɪstɪd
ENLISTEE	ɛnlˌɪstˈiː
ENLISTEES	ɛnlˌɪstˈiːz
ENLISTING	ɛnlˈɪstɪŋ
ENLISTMENT	ɛnlˈɪstmənt
ENLISTS	ɛnlˈɪsts
ENLIVEN	ɛnlˈaɪvən
ENLIVENED	ɛnlˈaɪvənd
ENLIVENING	ɛnlˈaɪvənɪŋ
ENLIVENS	ɛnlˈaɪvənz
ENLO	ˈɛnloʊ
ENLOE	ɪnlˈoʊ
ENLOW	ɪnlˈoʊ
ENMAN	ˈɛnmən
ENMESH	ɛnmˈɛʃ
ENMESHED	ɛnmˈɛʃt
ENMESHES	ɛnmˈɛʃəz
ENMESHING	ɛnmˈɛʃɪŋ
ENMITIES	ˈɛnmətiːz
ENMITIES(1)	ˈɛnmɪtiːz
ENMITY	ˈɛnməti
ENMITY(1)	ˈɛnmɪti
ENNEA	ˈɛniːə
ENNEKING	ˈɛnɪkɪŋ
ENNEN	ˈɛnən
ENNES	ˈɛnz
ENNES(1)	ˈɛnɛz
ENNIS	ˈɛnɪs
ENNOBLE	ɪnˈoʊbəl
ENNOBLED	ɪnˈoʊbəld
ENNOBLES	ɪnˈoʊbəlz
ENNOBLING	ɪnˈoʊblɪŋ
ENNOSUKE	ˈɛnəsuːk
ENNS	ˈɛnz
ENNUI	ɛnˈuːi
ENO	ˈɛnoʊ
ENOCH	ˈiːnək
ENOCHS	ˈɛnəks
ENOJADA	ˌɛnoʊdʒˈɑːdə
ENOLA	ɪnˈoʊlə
ENOMOTO	ɪnoʊmˈoʊtoʊ
ENORMITY	ɪnˈɔrməti
ENORMITY(1)	iːnˈɔrməti
ENORMOUS	ɪnˈɔrməs
ENORMOUS(1)	ɪnˈɔrmɪs
ENORMOUS(2)	iːnˈɔrməs
ENORMOUS(3)	iːnˈɔrmɪs
ENORMOUSLY	ɪnˈɔrməsli
ENORMOUSLY(1)	iːnˈɔrməsli
ENOS	ˈiːnəs
ENOUGH	ɪnˈʌf
ENOUGH(1)	iːnˈʌf
ENOUGH'S	ɪnˈʌfs
ENOUGH'S(1)	iːnˈʌfs
ENQUESO	ɛnkwˈɛsoʊ
ENQUIRE	ɪnkwˈaɪɝ
ENQUIRER	ɪnkwˈaɪrɝ
ENQUIRY	ɪnkwˈaɪrˌiː
ENQUIST	ˈɛnkwˌɪst
ENRAGE	ɛnrˈeɪdʒ
ENRAGED	ɛnrˈeɪdʒd
ENRAGED(1)	ɪnrˈeɪdʒd
ENRAGES	ɛnrˈeɪdʒəz
ENRAGING	ɛnrˈeɪdʒɪŋ
ENRAPTURE	ɛnrˈæptʃɝ
ENRAPTURED	ɛnrˈæptʃɝd
ENRICA	ɪnrˈiːkə
ENRICH	ɛnrˈɪtʃ
ENRICH(1)	ɪnrˈɪtʃ
ENRICHED	ɛnrˈɪtʃt
ENRICHES	ɛnrˈɪtʃɪz
ENRICHING	ɛnrˈɪtʃɪŋ
ENRICHING(1)	ɪnrˈɪtʃɪŋ
ENRICHMENT	ɛnrˈɪtʃmənt
ENRICHMENT(1)	ɪnrˈɪtʃmənt
ENRICO	ɛnrˈiːkoʊ
ENRIGHT	ɪnrˈaɪt
ENRILE	ɛnrˈiːl
ENRILE(1)	ɛnrˈiːlˌeɪ
ENRIQUE	ɛnrˈiːkeɪ
ENRIQUEZ	ɪnrˈiːkwɛz
ENRO	ˈɛnroʊ
ENROLL	ɛnrˈoʊl
ENROLL(1)	ɪnrˈoʊl
ENROLLED	ɛnrˈoʊld
ENROLLEE	ɛnrˈoʊlˈiː
ENROLLEES	ɛnrˈoʊlˈiːz
ENROLLING	ɛnrˈoʊlɪŋ
ENROLLMENT	ɛnrˈoʊlmənt
ENROLLMENTS	ɛnrˈoʊlmənts
ENROLLS	ɛnrˈoʊlz
ENRON	ˈɛnrɑːn
ENRON'S	ˈɛnrɑːnz
ENROUTE	ɛnrˈuːt
ENSCO	ˈɛnskoʊ
ENSCO'S	ˈɛnskoʊz
ENSCONCE	ɪnskˈɑːns
ENSCONCED	ɪnskˈɑːnst
ENSECO	ɛnsˈɛkoʊ
ENSEMBLE	ɑːnsˈɑːmbəl
ENSEMBLES	ɑːnsˈɑːmbəlz
ENSERCH	ˈɛnsɝtʃ
ENSEY	ˈɛnzi
ENSHRINE	ɛnʃrˈaɪn
ENSHRINED	ɛnʃrˈaɪnd
ENSHROUD	ɪnʃrˈaʊd
ENSHROUDED	ɪnʃrˈaʊdəd
ENSIGN	ˈɛnsən
ENSING	ˈɛnsɪŋ
ENSINGER	ˈɛnsɪndʒɝ
ENSKILDA	ɛnskˈɪldə
ENSLAVE	ɛnslˈeɪv
ENSLAVED	ɛnslˈeɪvd
ENSLAVEMENT	ɛnslˈeɪvmənt
ENSLEN	ˈɛnsələn
ENSLEY	ˈɛnsli
ENSLIN	ˈɛnslɪn
ENSLOW	ɪnslˈoʊ
ENSMINGER	ˈɛnsəmɪŋɝ
ENSNARE	ɪnsnˈɛr
ENSNARED	ɪnsnˈɛrd
ENSNARES	ɪnsnˈɛrz
ENSNARL	ɪnsnˈɑːrl
ENSNARLED	ɪnsnˈɑːrld
ENSOR	ˈɛnsɝ
ENSOURCE	ɛnsˈɔrs
ENSRUD	ˈɛnzrˌuːd
ENSTROM	ˈɛnstrəm
ENSUE	ɪnsˈuː
ENSUED	ɪnsˈuːd
ENSUES	ɪnsˈuːz
ENSUING	ˈɛnsuːɪŋ
ENSURE	ɛnʃˈʊr
ENSURE(1)	ɪnʃˈʊr
ENSURED	ɛnʃˈʊrd
ENSURED(1)	ɪnʃˈʊrd
ENSURES	ɛnʃˈʊrz
ENSURES(1)	ɪnʃˈʊrz
ENSURING	ɛnʃˈʊrɪŋ
ENSURING(1)	ɪnʃˈʊrɪŋ
ENSZ	ˈɛnʃ
ENT	ˈɛnt
ENTAIL	ɛntˈeɪl
ENTAILED	ɪntˈeɪld
ENTAILING	ɪntˈeɪlɪŋ
ENTAILS	ɪntˈeɪlz
ENTANGLE	ɛntˈæŋgəl
ENTANGLED	ɛntˈæŋgəld
ENTANGLEMENT	ɛntˈæŋgəlmənt
ENTANGLEMENT(1)	ɪntˈæŋgəlmənt
ENTANGLEMENTS	ɛntˈæŋgəlmənts
ENTANGLEMENTS(1)	ɪntˈæŋgəlmənts
ENTANGLING	ɪntˈæŋlɪŋ
ENTANGLING(1)	ɛntˈæŋlɪŋ
ENTE	ˈɛnteɪ
ENTEBBE	ˌɛntˈɛbi
ENTEBBE'S	ˌɛntˈɛbiːz
ENTENDRE	ɑːntˈɑːndrə
ENTENMANN	ˈɛntənmən
ENTENMANN'S	ˈɛntənmənz
ENTER	ˈɛntɝ
ENTER(1)	ˈɛnɝ
ENTERED	ˈɛntɝd
ENTERED(1)	ˈɛnɝd
ENTERGY	ˈɛntɝdʒi
ENTERING	ˈɛntɝɪŋ
ENTERING(1)	ˈɛnɝɪŋ
ENTERITIDIS	ˌɛntɝˈɪtɪdɪs
ENTERIVIDOUS	ˌɛntɝˈɪvɪdəs
ENTERLINE	ˈɛntɝlˌaɪn
ENTERLINE'S	ˈɛntɝlˌaɪnz
ENTEROCOCCUS	ˌɛntɝəkˈɔkəs
ENTEROLOGY	ˌɛntɝˈɑːlədʒi
ENTERPRISE	ˈɛntɝprˌaɪz
ENTERPRISE(1)	ˈɛnɝprˌaɪz
ENTERPRISE'S	ˈɛntɝprˌaɪzəz
ENTERPRISE'S(1)	ˈɛntɝprˌaɪzɪz
ENTERPRISE'S(2)	ˈɛnɝprˌaɪzəz
ENTERPRISE'S(3)	ˈɛnɝprˌaɪzɪz
ENTERPRISES	ˈɛntɝprˌaɪzɪz
ENTERPRISES(1)	ˈɛnɝprˌaɪzɪz
ENTERPRISES'	ˈɛntɝprˌaɪzɪz
ENTERPRISES'(1)	ˈɛnɝprˌaɪzɪz
ENTERPRISING	ˈɛntɝprˌaɪzɪŋ
ENTERPRISING(1)	ˈɛnɝprˌaɪzɪŋ
ENTERRA	ɛntˈɛrə
ENTERS	ˈɛntɝz
ENTERS(1)	ˈɛnɝz
ENTERTAIN	ˌɛntɝtˈeɪn
ENTERTAIN(1)	ˌɛnɝtˈeɪn
ENTERTAINED	ˌɛntɝtˈeɪnd
ENTERTAINED(1)	ˌɛnɝtˈeɪnd
ENTERTAINER	ˌɛntɝtˈeɪnɝ
ENTERTAINER(1)	ˌɛnɝtˈeɪnɝ
ENTERTAINER'S	ˌɛntɝtˈeɪnɝz
ENTERTAINER'S(1)	ˌɛnɝtˈeɪnɝz
ENTERTAINERS	ˌɛntɝtˈeɪnɝz
ENTERTAINERS(1)	ˌɛnɝtˈeɪnɝz
ENTERTAINING	ˌɛntɝtˈeɪnɪŋ
ENTERTAINING(1)	ˌɛnɝtˈeɪnɪŋ
ENTERTAINMENT	ˌɛntɝtˈeɪnmənt
ENTERTAINMENT(1)	ˌɛnɝtˈeɪnmənt
ENTERTAINMENT'S	ˌɛntɝtˈeɪnmənts
ENTERTAINMENT'S(1)	ˌɛnɝtˈeɪnmənts
ENTERTAINMENTS	ˌɛntɝtˈeɪnmənts
ENTERTAINMENTS(1)	ˌɛnɝtˈeɪnmənts
ENTERTAINS	ˌɛntɝtˈeɪnz
ENTERTAINS(1)	ˌɛnɝtˈeɪnz
ENTEX	ˈɛntˌɛks
ENTHRAL	ɛnθrˈɔl
